Date,APOLLOHOSP.NS,AXISBANK.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,HCLTECH.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,KOTAKBANK.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TECHM.NS,WIPRO.NS,^NSEI
2023-01-19,4276.68994140625,926.2462768554688,1036.331787109375,3319.33154296875,849.2695922851562,990.8856811523438,791.087890625,845.224365234375,1411.3671875,352.37628173828125,557.8616333007812,1004.1270751953125,3102.138671875,960.320556640625,188.20774841308594,18107.849609375
2023-01-20,4244.10546875,928.0913696289062,1025.237060546875,3281.201416015625,852.8766479492188,987.6760864257812,799.1954956054688,849.3228759765625,1399.123779296875,351.49896240234375,560.0841674804688,994.283935546875,3092.942626953125,954.1207275390625,188.09112548828125,18027.650390625
2023-01-23,4293.8232421875,930.2357177734375,1034.0933837890625,3322.963134765625,850.3771362304688,999.6229858398438,805.041748046875,850.6402587890625,1419.7132568359375,355.65618896484375,567.8867797851562,1012.5706176757812,3140.58056640625,971.26123046875,189.88734436035156,18118.55078125
2023-01-24,4263.66552734375,907.795166015625,1033.7042236328125,3293.862548828125,833.6944580078125,1014.4674682617188,815.8198852539062,849.7131958007812,1423.2901611328125,350.9705810546875,562.1175537109375,1004.2716064453125,3160.26220703125,976.0933837890625,190.16798400878906,18118.30078125
2023-01-25,4183.79052734375,889.9922485351562,1007.5245971679688,3273.8896484375,823.5397338867188,1001.0048217773438,793.2772216796875,834.6364135742188,1415.1275634765625,348.8869934082031,537.8585815429688,1003.6444702148438,3154.238037109375,958.3602905273438,187.8060760498047,17891.94921875
2023-01-27,4203.3994140625,871.44140625,1019.203125,3324.6806640625,845.7017211914062,994.6300659179688,777.4708862304688,797.4569702148438,1393.254150390625,341.5694885253906,510.6677551269531,1006.877197265625,3137.0400390625,939.1683959960938,186.1691131591797,17604.349609375
2023-01-30,4197.01220703125,869.54638671875,1006.6973876953125,3304.020751953125,848.6030883789062,1011.7036743164062,776.6769409179688,803.6046752929688,1411.275634765625,344.1914367675781,509.0126647949219,1014.88671875,3157.824462890625,944.6387939453125,188.1334686279297,17648.94921875
2023-01-31,4215.037109375,869.2970581054688,990.6878662109375,3253.86767578125,847.6915283203125,1000.5145263671875,771.5524291992188,811.8018188476562,1406.644287109375,345.1385498046875,523.48291015625,998.2886352539062,3088.8955078125,925.4014282226562,186.5432891845703,17662.150390625
2023-02-01,4221.72216796875,854.9849853515625,1004.4102783203125,3294.64794921875,853.0531005859375,1009.3409423828125,783.1245727539062,827.4640502929688,1422.5562744140625,347.8701171875,498.7510681152344,979.3748168945312,3134.556884765625,933.3790283203125,188.20362854003906,17616.30078125
2023-02-02,4190.87109375,866.1554565429688,997.841064453125,3206.462646484375,856.6993408203125,1024.9432373046875,771.4802856445312,837.1736450195312,1452.5006103515625,351.2696838378906,499.46038818359375,972.3302612304688,3182.42529296875,926.9057006835938,191.5009307861328,17610.400390625
2023-02-03,4210.779296875,880.2680053710938,994.92138671875,2830.9033203125,854.3959350585938,1021.867431640625,798.1610107421875,842.9310913085938,1466.8536376953125,354.96832275390625,514.6873168945312,992.1610107421875,3202.566650390625,922.0279541015625,190.77598571777344,17854.05078125
2023-02-06,4279.21533203125,880.3179321289062,1002.2205200195312,2726.523681640625,852.6708374023438,1021.46630859375,794.7688598632812,833.0751342773438,1439.75244140625,348.3287353515625,515.8222045898438,987.5288696289062,3182.011962890625,916.603271484375,189.25596618652344,17764.599609375
2023-02-07,4274.1640625,876.7772216796875,1003.680419921875,2699.876708984375,870.4513549804688,1005.9083862304688,795.9476928710938,832.1480712890625,1432.9197998046875,353.9913024902344,517.429931640625,971.1723022460938,3193.600341796875,913.9591674804688,187.3149871826172,17721.5
2023-02-08,4349.08740234375,869.4467163085938,1011.2714233398438,2747.183837890625,879.7728881835938,1020.8418579101562,795.8514404296875,838.3446044921875,1458.6910400390625,352.01739501953125,519.9362182617188,984.8809204101562,3237.330322265625,921.800048828125,190.2381591796875,17871.69921875
2023-02-09,4347.15625,865.4074096679688,994.142822265625,2770.837158203125,879.7140502929688,1022.0455932617188,794.19140625,840.0036010742188,1482.9949951171875,353.0940856933594,520.9293212890625,978.85302734375,3256.413330078125,926.3131103515625,190.9630584716797,17893.44921875
2023-02-10,4373.84716796875,864.9586181640625,1005.5294189453125,2759.15771484375,882.0861206054688,994.6746215820312,797.3430786132812,833.221435546875,1475.245361328125,353.3233642578125,523.0573120117188,978.6585083007812,3253.378173828125,927.5438842773438,189.7938232421875,17856.5
2023-02-13,4316.80029296875,856.8301391601562,994.5807495117188,2721.812744140625,887.0066528320312,992.3121948242188,797.9445190429688,830.0988159179688,1437.55126953125,353.67230224609375,508.3505859375,987.0684814453125,3202.658447265625,914.0047607421875,187.3617706298828,17770.900390625
2023-02-14,4227.86328125,868.4493408203125,1000.809326171875,2739.9208984375,889.6923217773438,1003.412109375,805.3304443359375,844.3948364257812,1461.213134765625,352.98443603515625,511.5189514160156,978.8043823242188,3218.93701171875,922.7117309570312,189.4664306640625,17929.849609375
2023-02-15,4444.8095703125,866.0057983398438,1003.1937866210938,2770.248291015625,886.0558471679688,1010.05419921875,803.6945190429688,849.7620239257812,1464.6983642578125,356.0050964355469,512.843017578125,967.7694702148438,3237.8359375,976.8228149414062,190.5421600341797,18015.849609375
2023-02-16,4598.56884765625,862.4652099609375,1007.767822265625,2823.296875,885.947998046875,1005.8192138671875,800.7833862304688,848.4446411132812,1469.0548095703125,356.4936218261719,510.80963134765625,967.5263671875,3272.231689453125,1030.4776611328125,191.71139526367188,18035.849609375
2023-02-17,4570.392578125,852.6412353515625,998.2789306640625,2777.364013671875,884.1934814453125,989.2361450195312,796.7656860351562,841.8088989257812,1452.54638671875,350.77117919921875,502.2030944824219,957.1720581054688,3219.902587890625,1029.5203857421875,190.0276641845703,17944.19921875
2023-02-20,4566.33203125,844.5126953125,938.1827392578125,2846.85205078125,877.2244262695312,994.7191162109375,789.2835083007812,831.5137939453125,1460.4794921875,346.3946533203125,496.67041015625,957.0748291015625,3207.164794921875,1043.1962890625,190.37844848632812,17844.599609375
2023-02-21,4458.82373046875,841.8198852539062,940.0805053710938,2864.5185546875,879.4494018554688,985.3579711914062,792.2427368164062,833.56298828125,1448.6026611328125,344.97900390625,495.06256103515625,944.630126953125,3173.781005859375,1034.3070068359375,188.36732482910156,17826.69921875
2023-02-22,4406.38232421875,831.1481323242188,936.7715454101562,2866.432373046875,877.596923828125,974.124267578125,776.700927734375,818.9742431640625,1432.36962890625,339.06719970703125,488.3475646972656,941.6646728515625,3128.30322265625,1026.3292236328125,184.81277465820312,17554.30078125
2023-02-23,4405.341796875,842.1190795898438,934.581787109375,2819.959716796875,872.2842407226562,975.6843872070312,771.4321899414062,819.462158203125,1422.189453125,340.38311767578125,492.7454528808594,945.5051879882812,3139.569091796875,1029.15576171875,184.2515411376953,17511.25
2023-02-24,4433.70556640625,849.1505126953125,936.0416259765625,2861.181396484375,880.4197998046875,976.130126953125,764.551513671875,819.413330078125,1422.1435546875,338.4192199707031,492.792724609375,943.5606079101562,3127.291748046875,1020.2208862304688,183.94752502441406,17465.80078125
2023-02-27,4403.06103515625,852.0926513671875,924.7523193359375,2805.5322265625,866.6776123046875,966.4120483398438,766.4521484375,835.7099609375,1384.220703125,344.13165283203125,499.0821228027344,938.261962890625,3064.2021484375,1015.6165771484375,182.56781005859375,17392.69921875
2023-02-28,4365.27587890625,841.8697509765625,882.1253662109375,2773.241943359375,846.2114868164062,960.7506713867188,769.6759643554688,834.1973266601562,1364.27294921875,344.78961181640625,494.44781494140625,930.04638671875,3046.728515625,1003.1259765625,181.02438354492188,17303.94921875
2023-03-01,4377.3251953125,862.8641357421875,875.5074462890625,2792.57666015625,851.6220703125,981.702392578125,768.93017578125,835.6123046875,1372.068603515625,347.9100341796875,507.593994140625,932.6715698242188,3113.726318359375,1027.4234619140625,182.8484344482422,17450.900390625
2023-03-02,4365.822265625,843.2161865234375,862.7095947265625,2808.1328125,860.7180786132812,986.0265502929688,762.38623046875,833.3678588867188,1350.149169921875,343.28424072265625,504.803955078125,938.5049438476562,3054.637451171875,1011.8330688476562,181.49209594726562,17321.900390625
2023-03-03,4371.87060546875,850.397216796875,855.1185302734375,2797.58203125,870.00048828125,997.6613159179688,777.5189819335938,847.56640625,1356.70654296875,349.12628173828125,530.765380859375,940.0606079101562,3073.6748046875,989.3589477539062,182.61459350585938,17594.349609375
2023-03-06,4384.56591796875,857.2290649414062,857.3082885742188,2794.049072265625,870.2455444335938,1004.5264282226562,783.0043334960938,846.78564453125,1382.5235595703125,349.12628173828125,531.2382202148438,938.4563598632812,3100.988525390625,993.826416015625,184.1580047607422,17711.44921875
2023-03-08,4339.8876953125,858.6752319335938,853.7559814453125,2781.976806640625,867.7068481445312,999.1325073242188,784.568115234375,851.0305786132812,1368.9959716796875,346.972900390625,534.1701049804688,930.9215698242188,3118.049072265625,983.1137084960938,183.62014770507812,17754.400390625
2023-03-09,4381.64013671875,865.5071411132812,858.135498046875,2758.126953125,858.8263549804688,995.5665283203125,784.6402587890625,835.2708129882812,1357.7154541015625,342.28729248046875,528.5900268554688,926.2546997070312,3068.80078125,966.4290771484375,182.45089721679688,17589.599609375
2023-03-10,4281.57373046875,849.6491088867188,857.6002197265625,2735.847900390625,861.6884765625,995.25439453125,764.4071655273438,822.2920532226562,1349.5987548828125,338.8179626464844,517.6663818359375,929.025634765625,3063.42041015625,967.568603515625,181.98318481445312,17412.900390625
2023-03-13,4309.09423828125,830.1507568359375,851.37158203125,2715.727783203125,856.7581787109375,979.4734497070312,754.7357177734375,808.3863525390625,1316.16943359375,333.7535400390625,501.2573547363281,927.6157836914062,3018.310546875,1033.7144775390625,180.27606201171875,17154.30078125
2023-03-14,4264.06982421875,830.6494750976562,848.6952514648438,2705.9619140625,852.6708374023438,966.5013427734375,752.7147827148438,810.2892456054688,1302.32080078125,328.6392517089844,496.90679931640625,930.6298828125,2956.692626953125,1016.8475952148438,177.46986389160156,17043.30078125
2023-03-15,4293.02783203125,821.8727416992188,854.4373168945312,2724.36474609375,861.482666015625,962.5783081054688,741.91259765625,805.94677734375,1302.0001220703125,332.1684265136719,489.4825134277344,924.9908447265625,2941.931884765625,1016.02685546875,175.7393341064453,16972.150390625
2023-03-16,4283.359375,828.3555297851562,859.7899780273438,2749.6865234375,859.375244140625,956.114501953125,746.7241821289062,803.9951171875,1287.738525390625,331.68988037109375,496.0556335449219,940.546630859375,2929.149169921875,1019.081298828125,174.38302612304688,16985.599609375
2023-03-17,4310.58203125,835.1875,850.6417236328125,2739.773681640625,869.6475830078125,988.25537109375,756.7084350585938,816.0466918945312,1302.962890625,337.5817565917969,501.0681457519531,931.115966796875,2923.906982421875,1027.6513671875,176.09011840820312,17100.05078125
2023-03-20,4277.35888671875,835.3370361328125,843.4885864257812,2748.312255859375,870.2944946289062,972.5639038085938,751.4637451171875,816.2418823242188,1287.3258056640625,338.88775634765625,491.0430603027344,934.518798828125,2890.798095703125,1011.103515625,171.71710205078125,16988.400390625
2023-03-21,4238.68115234375,853.33935546875,839.2550048828125,2716.610595703125,866.3541259765625,966.3676147460938,759.9803466796875,831.8065185546875,1275.448974609375,340.3233642578125,493.54931640625,929.6575317382812,2856.587158203125,998.9319458007812,171.3663330078125,17107.5
2023-03-22,4249.689453125,847.4050903320312,840.2769775390625,2738.939453125,877.2537841796875,964.18310546875,758.2241821289062,839.4180908203125,1274.119140625,339.984375,493.2655944824219,945.0675659179688,2879.302734375,1002.5332641601562,171.3663330078125,17151.900390625
2023-03-23,4237.73876953125,846.5573120117188,845.82421875,2751.158935546875,871.7647705078125,950.3193359375,752.1373901367188,834.7828369140625,1260.6375732421875,334.90997314453125,484.94281005859375,950.51220703125,2873.646728515625,1002.3966064453125,169.07460021972656,17076.900390625
2023-03-24,4247.95361328125,837.680908203125,853.7559814453125,2754.986328125,875.1365966796875,937.7037353515625,750.9345092773438,831.8065185546875,1266.23193359375,337.392333984375,477.94415283203125,945.8453979492188,2869.830322265625,1004.6758422851562,169.19151306152344,16945.05078125
2023-03-27,4282.41650390625,831.1481323242188,865.4832763671875,2776.775146484375,879.3513793945312,937.480712890625,754.2063598632812,828.1959228515625,1273.8441162109375,339.9943542480469,482.48382568359375,956.1511840820312,2871.485107421875,1005.6332397460938,168.95765686035156,16985.69921875
2023-03-28,4297.7890625,830.2505493164062,865.677978515625,2754.446533203125,887.4183349609375,928.20849609375,760.3412475585938,834.0997314453125,1263.4346923828125,338.7381896972656,480.5450439453125,956.88037109375,2865.59912109375,975.8197631835938,166.59576416015625,16951.69921875
2023-03-29,4326.94580078125,840.3737182617188,863.9261474609375,2767.99072265625,895.4557495117188,951.7457275390625,763.9981689453125,830.4403076171875,1268.8917236328125,343.15460205078125,488.4894714355469,964.3665771484375,2886.751708984375,985.66650390625,167.9287109375,17080.69921875
2023-03-31,4275.27587890625,856.231689453125,876.3833618164062,2771.033447265625,906.2279663085938,967.5711059570312,774.4635620117188,856.05615234375,1309.612060546875,345.50738525390625,495.3463439941406,955.8108520507812,2948.36962890625,1004.584716796875,170.8284912109375,17359.75
2023-04-03,4199.35888671875,862.3155517578125,867.57568359375,2821.431884765625,912.84423828125,979.0722045898438,774.9447021484375,862.4479370117188,1293.92919921875,348.0695495605469,498.18359375,951.8732299804688,2942.943603515625,1005.815673828125,172.0912628173828,17398.05078125
2023-04-05,4166.2353515625,858.2264404296875,871.7605590820312,2836.25244140625,918.0,990.707275390625,795.7311401367188,863.228515625,1305.576904296875,349.30572509765625,494.6369323730469,969.4708862304688,2979.546875,1006.0889892578125,172.9331512451172,17557.05078125
2023-04-06,4167.2265625,849.6990356445312,869.4248046875,2867.31591796875,921.2542114257812,973.45556640625,801.7938842773438,853.8605346679688,1304.0633544921875,350.3425598144531,499.0348205566406,984.005859375,2961.980712890625,996.2879638671875,171.48326110839844,17599.150390625
2023-04-10,4201.98681640625,845.1111450195312,877.6971435546875,2855.734375,933.0653686523438,983.4854736328125,797.9926147460938,847.4688110351562,1309.2908935546875,350.7811584472656,497.75799560546875,980.60302734375,3001.2509765625,1009.508056640625,174.59347534179688,17624.05078125
2023-04-11,4236.00341796875,851.04541015625,882.8552856445312,2873.1064453125,933.7906494140625,969.1314697265625,800.3263549804688,860.5938720703125,1289.6187744140625,368.1676940917969,503.24346923828125,981.2350463867188,2955.635498046875,1001.3025512695312,173.16697692871094,17722.30078125
2023-04-12,4284.4990234375,848.8013916015625,893.3660888671875,3152.579833984375,956.8544921875,975.8180541992188,810.7195434570312,868.64453125,1309.93310546875,367.67919921875,499.5549621582031,988.4782104492188,2981.248046875,1011.9241943359375,174.0556182861328,17812.400390625
2023-04-13,4361.953125,862.066162109375,891.224853515625,3124.951416015625,951.3458251953125,955.6241455078125,814.3523559570312,877.2806396484375,1274.0733642578125,372.75360107421875,504.04736328125,975.6445922851562,2932.689453125,990.9087524414062,172.2549591064453,17828.0
2023-04-17,4350.44970703125,862.2656860351562,882.1739501953125,3104.046142578125,951.228271484375,929.1892700195312,801.938232421875,879.525146484375,1154.0213623046875,377.8678894042969,514.4981079101562,970.9779052734375,2887.3037109375,939.0316162109375,169.00442504882812,17706.849609375
2023-04-18,4302.796875,861.06884765625,899.4972534179688,3209.99609375,963.010009765625,948.49169921875,798.5460205078125,875.1826171875,1154.9842529296875,376.5020751953125,516.2477416992188,976.908447265625,2879.25634765625,934.7008666992188,172.06787109375,17660.150390625
2023-04-19,4284.59814453125,871.0923461914062,887.4780883789062,3280.661865234375,962.412109375,926.0687255859375,801.4810791015625,870.3522338867188,1130.0843505859375,375.8241882324219,510.998779296875,967.86669921875,2841.412353515625,924.3984985351562,168.7471923828125,17618.75
2023-04-20,4312.466796875,866.4546508789062,879.7896118164062,3143.746826171875,952.3848266601562,924.9989013671875,804.46435546875,872.7918701171875,1122.0137939453125,375.64471435546875,515.2547607421875,960.331787109375,2855.390869140625,931.60107421875,169.70599365234375,17624.44921875
2023-04-21,4325.259765625,861.9166259765625,890.543701171875,3171.767578125,954.4530029296875,935.2072143554688,805.7635498046875,864.2532348632812,1125.6363525390625,377.5688171386719,513.6942749023438,961.9846801757812,2906.938720703125,910.5858154296875,172.13803100585938,17624.05078125
2023-04-24,4362.697265625,879.9688720703125,878.81640625,3133.686767578125,942.1712036132812,939.75439453125,812.2832641601562,882.8917846679688,1124.67333984375,378.2865905761719,524.5232543945312,951.9705810546875,2919.76806640625,917.2869873046875,176.768310546875,17743.400390625
2023-04-25,4380.00341796875,876.029296875,885.288330078125,3166.663818359375,947.5034790039062,939.2193603515625,800.7352905273438,891.3816528320312,1123.3892822265625,376.7014465332031,531.332763671875,945.5051879882812,2920.87158203125,908.9902954101562,175.6925811767578,17769.25
2023-04-26,4373.9541015625,885.3046875,886.6994018554688,3160.333740234375,949.8167724609375,950.00732421875,804.416259765625,892.8453369140625,1125.8197021484375,374.5680236816406,535.6360473632812,944.2898559570312,2941.241943359375,908.35205078125,175.17811584472656,17813.599609375
2023-04-27,4380.9951171875,879.0712280273438,889.47314453125,3178.441650390625,964.2156372070312,955.0892333984375,808.843017578125,896.1631469726562,1142.969970703125,380.54962158203125,534.1228637695312,951.5330810546875,2931.86181640625,914.5975341796875,175.10794067382812,17915.05078125
2023-04-28,4476.400390625,857.7277221679688,883.7310791015625,3207.345947265625,966.4308471679688,964.927978515625,812.0186157226562,895.4801025390625,1148.931396484375,386.4215393066406,546.93798828125,960.234619140625,2960.647216796875,933.3333129882812,180.0655975341797,18065.0
2023-05-02,4453.689453125,868.349609375,893.1226196289062,3193.4091796875,970.4594116210938,968.0564575195312,811.850341796875,899.8225708007812,1171.5843505859375,383.05194091796875,544.1006469726562,946.0398559570312,2960.78515625,960.4571533203125,181.63241577148438,18147.650390625
2023-05-03,4478.13623046875,857.578125,895.9937744140625,3208.18017578125,970.8220825195312,960.2579956054688,814.689208984375,900.5545043945312,1163.9722900390625,385.0059509277344,539.5609741210938,936.8521118164062,2924.458740234375,947.8297729492188,180.11236572265625,18089.849609375
2023-05-04,4515.57421875,863.6620483398438,908.49951171875,3221.724609375,973.9096069335938,967.3764038085938,831.3616943359375,899.4323120117188,1168.007568359375,388.3257141113281,548.5457763671875,946.9634399414062,2961.980712890625,953.1632690429688,179.45758056640625,18255.80078125
2023-05-05,4564.46630859375,863.0137329101562,900.0325927734375,3229.82177734375,968.9107055664062,957.1748657226562,782.2103881835938,904.5554809570312,1154.7548828125,384.55731201171875,545.235595703125,943.5120239257812,2971.17724609375,944.9122924804688,177.44647216796875,18069.0
2023-05-08,4586.88037109375,876.1289672851562,908.3048706054688,3225.405029296875,961.970947265625,975.4922485351562,791.2562866210938,915.2409057617188,1160.71630859375,390.56878662109375,551.9505004882812,935.1506958007812,2989.4794921875,951.248779296875,177.8907928466797,18264.400390625
2023-05-09,4555.0947265625,885.903076171875,914.0469360351562,3320.50927734375,967.0973510742188,978.4395141601562,791.2803955078125,911.8255004882812,1165.3936767578125,389.66162109375,542.3983154296875,930.8728637695312,3019.506103515625,955.3060302734375,178.80279541015625,18265.94921875
2023-05-10,4563.27587890625,887.5487670898438,919.107666015625,3361.7802734375,954.168701171875,977.8045654296875,794.937255859375,913.435546875,1158.5611572265625,390.53887939453125,541.1687622070312,927.32421875,3022.77099609375,953.8016967773438,179.48097229003906,18315.099609375
2023-05-11,4557.32568359375,893.582763671875,918.3290405273438,3267.51025390625,888.437744140625,986.6910400390625,795.466552734375,916.509521484375,1152.003662109375,390.38934326171875,542.3510131835938,934.3729248046875,3018.49462890625,951.8870239257812,179.90191650390625,18297.0
2023-05-12,4567.193359375,908.2439575195312,912.34375,3253.622314453125,875.518798828125,993.4015502929688,802.4916381835938,921.0958862304688,1142.0069580078125,390.917724609375,546.796142578125,929.463134765625,3011.275146484375,953.98388671875,179.2471160888672,18314.80078125
2023-05-15,4587.6240234375,913.3803100585938,898.0860595703125,3215.786376953125,885.8010864257812,997.2555541992188,806.3409423828125,922.9012451171875,1154.0672607421875,393.39013671875,550.3427734375,926.54638671875,2993.5712890625,970.4861450195312,180.41636657714844,18398.849609375
2023-05-16,4517.4580078125,915.3750610351562,897.4048461914062,3218.681884765625,885.1148681640625,989.0487060546875,801.7174682617188,923.4867553710938,1159.524169921875,388.2160339355469,554.504150390625,914.8309326171875,2996.422607421875,963.8761596679688,180.97763061523438,18286.5
2023-05-17,4445.11083984375,912.3829345703125,899.205322265625,3207.4443359375,878.537841796875,974.4041748046875,797.4102172851562,916.6558227539062,1143.566162109375,380.6592712402344,554.504150390625,909.9697265625,2950.944580078125,961.0955200195312,178.80279541015625,18181.75
2023-05-18,4405.29248046875,912.2832641601562,890.0083618164062,3095.06591796875,867.0892944335938,979.2554931640625,800.5980224609375,923.6331176757812,1142.74072265625,384.298095703125,543.060302734375,903.8445434570312,2942.805908203125,956.12646484375,178.94313049316406,18129.94921875
2023-05-19,4410.39990234375,921.6084594726562,891.7115478515625,3040.888671875,860.9827880859375,993.265625,801.5227661132812,931.2446899414062,1163.7431640625,387.13934326171875,543.9588623046875,900.1500244140625,2963.9580078125,977.5065307617188,180.62686157226562,18203.400390625
2023-05-22,4567.2431640625,915.1256713867188,900.1785278320312,3204.499755859375,873.8623657226562,1015.4823608398438,798.6755981445312,927.3900756835938,1185.662353515625,386.85028076171875,545.8504028320312,911.427978515625,3033.71533203125,1006.955322265625,185.09341430664062,18314.400390625
2023-05-23,4512.79736328125,913.7293701171875,905.4825439453125,3323.061279296875,874.4308471679688,1004.1470947265625,796.8018798828125,930.366455078125,1192.3115234375,383.1217041015625,550.0589599609375,905.7403564453125,3032.197998046875,994.2366333007812,185.98204040527344,18348.0
2023-05-24,4498.96240234375,915.2752685546875,912.8790283203125,3320.46044921875,885.9381713867188,1008.3182983398438,786.3868408203125,917.9244995117188,1191.0274658203125,380.8985595703125,551.0994262695312,925.7200317382812,3037.992431640625,1001.7583618164062,186.9408416748047,18285.400390625
2023-05-25,4530.39990234375,918.6163940429688,920.1295776367188,3371.987548828125,882.9388427734375,1011.9911499023438,783.3693237304688,917.1437377929688,1196.255126953125,384.8065185546875,549.7279663085938,918.7684936523438,3028.9326171875,1001.1656494140625,184.3217010498047,18321.150390625
2023-05-26,4571.80615234375,924.5008544921875,925.8714599609375,3448.8857421875,888.2318725585938,1033.02880859375,786.3868408203125,927.7316284179688,1208.2694091796875,387.8172912597656,554.2203979492188,942.977294921875,3061.4892578125,1016.3460083007812,187.87625122070312,18499.349609375
2023-05-29,4602.103515625,927.34326171875,930.6402587890625,3413.40576171875,893.1915283203125,1021.2403564453125,795.9744873046875,925.2432861328125,1205.47216796875,389.4422912597656,562.7322998046875,941.5675659179688,3053.626220703125,1015.7077026367188,186.9875946044922,18598.650390625
2023-05-30,4561.14453125,934.97314453125,934.1438598632812,3393.92333984375,885.86962890625,1029.9910888671875,796.5828857421875,926.999755859375,1214.1390380859375,393.7290954589844,560.6515502929688,932.9631958007812,3049.8095703125,1001.4393310546875,188.25039672851562,18633.849609375
2023-05-31,4583.755859375,912.4328002929688,927.5259399414062,3379.79052734375,882.370361328125,1038.3790283203125,783.9777221679688,926.2190551757812,1209.0491943359375,401.6347961425781,559.060791015625,948.2760620117188,3025.254150390625,1017.0753173828125,188.78826904296875,18534.400390625
2023-06-01,4774.46630859375,917.27001953125,938.91259765625,3460.07421875,892.3681640625,1035.47705078125,780.6439208984375,913.484375,1210.1495361328125,384.82647705078125,561.8568115234375,960.283203125,3056.982666015625,1021.8618774414062,190.4252166748047,18487.75
2023-06-02,4926.251953125,923.653076171875,939.983154296875,3446.5302734375,903.8167724609375,1031.079345703125,781.8606567382812,915.48486328125,1207.361328125,386.5611572265625,566.1472778320312,971.8528442382812,3040.0615234375,1023.958984375,189.3962860107422,18534.099609375
2023-06-05,4909.29296875,948.337646484375,948.6934814453125,3398.143798828125,902.464111328125,1032.212890625,780.838623046875,923.8770751953125,1212.47314453125,383.79962158203125,566.1472778320312,980.7489013671875,3024.702392578125,1011.422607421875,189.04550170898438,18593.849609375
